head,relation,tail,label
/m/013y1f,/music/performance_role/regular_performances./music/group_membership/role,/m/05ljv7,1
/m/012j8z,/people/deceased_person/place_of_death,/m/06_kh,1
/m/013xrm,/people/ethnicity/people,/m/048cl,1
/m/012gbb,/people/person/nationality,/m/09c7w0,1
/m/0bpk2,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,/m/0jbk9,0
/m/011_6p,/music/performance_role/regular_performances./music/group_membership/role,/m/05148p4,1
/m/01309x,/common/topic/webpage./common/webpage/category,/m/08mbj5d,1
/m/013ybx,/people/person/gender,/m/02zsn,1
/m/06j8wx,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/02t_h3,0
/m/0124ld,/olympics/olympic_games/sports,/m/01n7rc,0
/m/012vct,/film/director/film,/m/02g5h5,0
/m/0121h7,/base/aareas/schema/administrative_area/administrative_parent,/m/028cg00,0
/m/011_3s,/people/person/profession,/m/018gz8,1
/m/012yc,/music/genre/artists,/m/02r3cn,1
/m/05nn4k,/film/actor/film./film/performance/special_performance_type,/m/01pb34,0
/m/01323p,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f73b,1
/m/013rds,/people/person/spouse_s./people/marriage/type_of_union,/m/015pkc,0
/m/015t56,/soccer/football_team/current_roster./soccer/football_roster_position/position,/m/02sdk9v,0
/m/0127m7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/05p09zm,1
/m/013w7j,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01v40wd,1
/m/011k11,/music/record_label/artist,/m/01k23t,1
/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/072x7s,1
/m/02f72n,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,/m/025rpyx,0
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0395lw,0
/m/013b2h,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/04hddx,0
/m/011yxg,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/0k269,1
/m/0141kz,/people/person/profession,/m/03g3w,0
/m/025rvx0,/people/person/gender,/m/05zppz,0
/m/0138t4,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,/m/01nv4h,1
/m/0h1m9,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/09vw2b7,0
/m/012hw,/people/cause_of_death/people,/m/04jvt,1
/m/012x4t,/music/artist/origin,/m/02dtg,1
/m/011xy1,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/0373qg,0
/m/013cr,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0yx1m,1
/m/011yqc,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/06t2t,1
/m/0133sq,/people/person/gender,/m/02bqn1,0
/m/012z8_,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,/m/09nqf,1
/m/016k4x,/award/award_winning_work/awards_won./award/award_honor/award,/m/09qv3c,0
/m/012cj0,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/03f2_rc,1
/m/011k11,/music/record_label/artist,/m/07mvp,1
/m/013nky,/organization/organization/headquarters./location/mailing_address/citytown,/m/01f9r0,0
/m/013w7j,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,/m/043zg,1
/m/012cj0,/people/person/employment_history./business/employment_tenure/company,/m/01skqzw,1
/m/0127s7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0gr51,0
/m/014488,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/015t56,1
/m/011vx3,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02ddqh,1
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/05v8c,1
/m/0140t7,/people/person/gender,/m/05zppz,1
/m/012ky3,/award/award_winner/awards_won./award/award_honor/award_winner,/m/01wd9vs,1
/m/02nwxc,/award/award_winning_work/awards_won./award/award_honor/honored_for,/m/07b1gq,0
/m/0144l1,/people/person/profession,/m/0kyk,1
/m/012lzr,/education/university/international_tuition./measurement_unit/dated_money_value/currency,/m/0kz1h,1
/m/011ysn,/film/film/genre,/m/0219x_,1
/m/0134tg,/music/artist/origin,/m/0rt80,1
/m/0138t4,/organization/organization/headquarters./location/mailing_address/state_province_region,/m/0978r,1
/m/012q4n,/people/person/places_lived./people/place_lived/location,/m/032_jg,0
/m/01wn718,/people/person/place_of_birth,/m/02dtg,0
/m/011yhm,/film/film/genre,/m/03j0dp,1
/m/0137hn,/people/person/sibling_s./people/sibling_relationship/sibling,/m/04n65n,0
/m/012mzw,/business/business_operation/assets./measurement_unit/dated_money_value/currency,/m/09nqf,1
/m/011xy1,/education/educational_institution/campuses,/m/01c99j,0
/m/010p3,/people/person/nationality,/m/09c7w0,1
/m/011zd3,/film/actor/film./film/performance/film,/m/01rxyb,1
/m/05842k,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/011zd3,0
/m/0126rp,/influence/influence_node/influenced_by,/m/01wp_jm,1
/m/011yhm,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,/m/029j_,1
/m/013knm,/film/actor/film./film/performance/film,/m/0gj8t_b,1
/m/0130sy,/music/group_member/membership./music/group_membership/role,/m/054_mz,0
/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/0l15f_,1
/m/08qs09,/music/performance_role/regular_performances./music/group_membership/group,/m/017lb_,0
/m/0km3f,/medicine/symptom/symptom_of,/m/011zdm,0
/m/0126y2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f79n,1
/m/013qvn,/people/person/profession,/m/018gz8,1
/m/01xv77,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,/m/01phtd,0
/m/0133k0,/music/genre/parent_genre,/m/05c6073,1
/m/0136p1,/people/person/gender,/m/02zsn,1
/m/013_vh,/people/person/languages,/m/03t22m,0
/m/012v8,/language/human_language/countries_spoken_in,/m/011k_j,0
/m/011yg9,/award/award_winning_work/awards_won./award/award_honor/award,/m/02nxhr,0
/m/013cr,/people/person/place_of_birth,/m/0k049,1
/m/012t1,/people/person/nationality,/m/09c7w0,1
/m/011ydl,/film/film/produced_by,/m/013t9y,1
/m/011j5x,/music/genre/artists,/m/013nky,0
/m/012rng,/people/person/place_of_birth,/m/0h7h6,1
/m/0140t7,/music/group_member/membership./music/group_membership/role,/m/0l14md,1
/m/0123j6,/organization/organization/place_founded,/m/03_3d,0
/m/02_5h,/location/hud_county_place/county,/m/0mr_8,0
/m/0f1nl,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/02r96rf,0
/m/013y1f,/music/performance_role/regular_performances./music/group_membership/role,/m/01xqw,1
/m/0170_p,/people/person/places_lived./people/place_lived/location,/m/01914,0
/m/012mrr,/film/film/country,/m/0jymd,0
/m/011yth,/film/film/cinematography,/m/09bxq9,1
/m/0cf08,/education/educational_degree/people_with_this_degree./education/education/institution,/m/04_j5s,0
/m/012m_,/location/country/capital,/m/095w_,1
/m/012ky3,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02nbqh,1
/m/01336l,/people/ethnicity/people,/m/0jcg8,0
/m/01304j,/music/artist/track_contributions./music/track_contribution/role,/m/01yg9y,0
/m/07h9gp,/film/film/language,/m/032f6,0
/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/07szy,1
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0345h,1
/m/011_3s,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02z0dfh,1
/m/01tz6vs,/award/award_winning_work/awards_won./award/award_honor/award,/m/02r22gf,0
/m/012gq6,/people/person/profession,/m/02hrh1q,1
/m/0140t7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0c4z8,1
/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/07wjk,1
/m/02g_6x,/film/actor/film./film/performance/film,/m/0d1qmz,0
/m/014635,/people/person/gender,/m/015hr,0
/m/01438g,/people/person/religion,/m/092bf5,1
/m/012x4t,/award/award_winner/awards_won./award/award_honor/award_winner,/m/09hnb,1
/m/0127s7,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,/m/01vrt_c,1
/m/033_1p,/location/location/time_zones,/m/02fqwt,0
/m/0j5g9,/location/hud_county_place/county,/m/0m2fr,0
/m/013xrm,/people/ethnicity/people,/m/01wskg,0
/m/02qjb7z,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02tj96,0
/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/01qzyz,1
/m/0d3k14,/film/director/film,/m/0bz3jx,0
/m/01438g,/award/award_winner/awards_won./award/award_honor/award_winner,/m/09hnb,0
/m/011yhm,/film/film/written_by,/m/02kxbx3,1
/m/012fvq,/education/educational_institution/students_graduates./education/education/student,/m/01___w,0
/m/013h1c,/common/topic/webpage./common/webpage/category,/m/08mbj5d,1
/m/013xrm,/people/ethnicity/people,/m/04rzd,0
/m/01vhb0,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,/m/0jbk9,0
/m/0137hn,/people/person/places_lived./people/place_lived/location,/m/01b8jj,1
/m/010hn,/people/person/places_lived./people/place_lived/location,/m/01ktz1,1
/m/0132k4,/music/artist/track_contributions./music/track_contribution/role,/m/01vj9c,1
/m/012jfb,/award/award_winning_work/awards_won./award/award_honor/award,/m/02_5h,0
/m/0hl3d,/people/person/profession,/m/0n1h,0
/m/011k11,/music/record_label/artist,/m/0dtd6,1
/m/013xrm,/people/ethnicity/people,/m/0sxfd,0
/m/013q07,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/0dxtw,1
/m/01400v,/music/instrument/instrumentalists,/m/032t2z,0
/m/013b2h,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/06fmdb,1
/m/013tcv,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0jqn5,0
/m/0136jw,/common/topic/webpage./common/webpage/category,/m/08mbj5d,1
/m/013tcv,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,/m/05dbf,1
/m/013sg6,/people/person/places_lived./people/place_lived/location,/m/02_286,0
/m/01438g,/base/popstra/celebrity/dated./base/popstra/dated/participant,/m/01vwllw,1
/m/011k_j,/music/performance_role/regular_performances./music/group_membership/role,/m/0dwt5,1
/m/013fn,/organization/organization/child./organization/organization_relationship/child,/m/0gyr_7,1
/m/013zs9,/people/person/profession,/m/01z9v6,0
/m/0139q5,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/01f85k,1
/m/012yc,/music/genre/artists,/m/03f5spx,1
/m/011yl_,/film/film/film_festivals,/m/0g57ws5,1
/m/013xrm,/people/ethnicity/people,/m/024dgj,0
/m/012ykt,/people/person/profession,/m/0rnmy,0
/m/013q0p,/film/film/production_companies,/m/024rgt,1
/m/013rds,/people/person/nationality,/m/0jrqq,0
/m/01364q,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01d38g,1
/m/014488,/music/group_member/membership./music/group_membership/group,/m/01v0sx2,1
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/02jg92,0
/m/02g3ft,/film/film/language,/m/02h40lc,0
/m/02r1tx7,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0k4fz,0
/m/04bbv7,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/03177r,0
/m/011yrp,/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,/m/0prpt,1
/m/0132_h,/sports/sports_team/roster./baseball/baseball_roster_position/position,/m/02lyr4,1
/m/011j5x,/music/genre/artists,/m/04mky3,0
/m/04thp,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,/m/0jbk9,0
/m/0133sq,/film/director/film,/m/02kz_,0
/m/01438g,/award/award_winner/awards_won./award/award_honor/award_winner,/m/022wxh,1
/m/0144l1,/music/artist/track_contributions./music/track_contribution/role,/m/018vs,1
/m/0kpzy,/music/artist/track_contributions./music/track_contribution/role,/m/01rhl,0
/m/0137g1,/music/artist/track_contributions./music/track_contribution/role,/m/01385g,0
/m/011yn5,/film/film/genre,/m/04y8r,0
/m/010m55,/location/hud_county_place/place,/m/010m55,1
/m/014635,/influence/influence_node/influenced_by,/m/01v9724,1
/m/013y1f,/music/performance_role/regular_performances./music/group_membership/role,/m/03bx0bm,1
/m/01l03w2,/award/award_winning_work/awards_won./award/award_honor/award,/m/02rdxsh,0
/m/07h1q,/award/award_winning_work/awards_won./award/award_honor/award,/m/02x2gy0,0
/m/011yrp,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0chghy,1
/m/011k_j,/music/performance_role/regular_performances./music/group_membership/group,/m/04mn81,0
/m/011k1h,/music/record_label/artist,/m/0m5s5,0
/m/020mfr,/people/person/profession,/m/09jwl,0
/m/0c_m3,/award/award_winning_work/awards_won./award/award_honor/award,/m/027b9j5,0
/m/010xjr,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01by1l,1
/m/012fvq,/common/topic/webpage./common/webpage/category,/m/08mbj5d,1
/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/0190y4,0
/m/012x2b,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/027j9wd,1
/m/012fvq,/organization/organization/headquarters./location/mailing_address/country,/m/09c7w0,1
/m/012vwb,/education/educational_institution/colors,/m/09ggk,1
/m/01tnxc,/people/deceased_person/place_of_burial,/m/018mmw,0
/m/0138t4,/location/location/adjoin_s./location/adjoining_relationship/adjoins,/m/0k2h6,1
/m/011yxg,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/013tcv,1
/m/023s8,/music/performance_role/track_performances./music/track_contribution/role,/m/07_l6,0
/m/013y1f,/music/performance_role/regular_performances./music/group_membership/role,/m/01vvyfh,0
/m/01309x,/people/person/profession,/m/09jwl,1
/m/0133_p,/music/genre/parent_genre,/m/0gywn,1
/m/012vct,/people/person/place_of_birth,/m/0dc95,1
/m/013w7j,/people/person/place_of_birth,/m/0f94t,1
/m/0135nb,/people/person/profession,/m/0gl2ny2,1
/m/013yq,/location/location/contains,/m/02j416,1
/m/012yc,/music/genre/artists,/m/01wj5hp,1
/m/016tt2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0c4z8,0
/m/011_3s,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0cqh6z,1
/m/0126t5,/music/genre/artists,/m/0p76z,1
/m/011yn5,/film/film/production_companies,/m/01c92g,0
/m/01386_,/people/person/profession,/m/09jwl,1
/m/01200d,/people/person/nationality,/m/09c7w0,1
/m/0127gn,/people/person/profession,/m/01d30f,1
/m/013pp3,/influence/influence_node/influenced_by,/m/014635,1
/m/013b6_,/people/ethnicity/people,/m/0k4gf,1
/m/012mrr,/film/film/production_companies,/m/017s11,1
/m/010p3,/people/person/profession,/m/08z956,1
/m/01304j,/music/group_member/membership./music/group_membership/role,/m/07y_7,1
/m/013cr,/film/actor/film./film/performance/film,/m/04x_3,0
/m/011k1h,/music/record_label/artist,/m/01wzlxj,1
/m/011yxg,/film/film/country,/m/01f8f7,0
/m/013rds,/people/person/profession,/m/039v1,1
/m/0140g4,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,/m/026c1,0
/m/012jfb,/film/film/personal_appearances./film/personal_film_appearance/person,/m/01d4cb,0
/m/012v1t,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1
/m/012yc,/music/genre/artists,/m/01w7nwm,1
/m/012ljv,/people/person/place_of_birth,/m/09bjv,1
/m/011yqc,/film/film/written_by,/m/0237jb,1
/m/012d40,/film/actor/film./film/performance/film,/m/028knk,0
/m/0122wc,/sports/sports_team/colors,/m/083jv,1
/m/012v1t,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,/m/024tkd,1
/m/013xrm,/people/ethnicity/people,/m/07h1q,1
/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/02lbrd,0
/m/011zd3,/award/award_nominee/award_nominations./award/award_nomination/award,/m/099tbz,1
/m/01m65sp,/location/hud_county_place/place,/m/013d_f,0
/m/014635,/people/person/places_lived./people/place_lived/location,/m/01mb87,1
/m/0135cw,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,/m/09qs08,0
/m/012d40,/people/person/languages,/m/0653m,1
/m/011yrp,/film/film/country,/m/03rjj,1
/m/0l380,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,/m/09nqf,0
/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/02bq1j,1
/m/01438g,/film/actor/film./film/performance/film,/m/023l9y,0
/m/07h34,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,/m/029j_,0
/m/01243b,/music/genre/artists,/m/0phx4,1
/m/012s1d,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,/m/07p__7,0
/m/01438g,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,/m/01wxdn3,0
/m/02qd04y,/people/person/spouse_s./people/marriage/spouse,/m/02cj_f,0
/m/012mzw,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,/m/012j8z,0
/m/0146bp,/medicine/disease/risk_factors,/m/0432mrk,1
/m/011xy1,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,/m/02l6h,1
/m/014z8v,/film/film/genre,/m/02kdv5l,0
/m/0127m7,/film/actor/film./film/performance/film,/m/05sw5b,0
/m/010hn,/people/person/profession,/m/0134bf,0
/m/010t4v,/common/topic/webpage./common/webpage/category,/m/08mbj5d,1
/m/011ypx,/film/film/written_by,/m/0151w_,1
/m/013_vh,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,/m/01vswwx,0
/m/013h9,/base/biblioness/bibs_location/state,/m/07z1m,1
/m/02822,/people/person/gender,/m/05zppz,0
/m/07l75,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01c99j,0
/m/013q0p,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,/m/09nqf,1
/m/012x2b,/film/actor/film./film/performance/film,/m/08k40m,1
/m/012rng,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/011yth,0
/m/013y1f,/music/performance_role/regular_performances./music/group_membership/role,/m/042q3,0
/m/012zng,/people/person/nationality,/m/09c7w0,1
/m/013sg6,/people/person/place_of_birth,/m/06wxw,1
/m/01htzx,/film/film/edited_by,/m/02kxbwx,0
/m/02xry,/location/administrative_division/first_level_division_of,/m/0h7x,0
/m/012j8z,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0dxtw,0
/m/01438g,/film/actor/film./film/performance/film,/m/0294zg,1
/m/012cph,/people/person/gender,/m/05zppz,1
/m/013b6_,/people/ethnicity/geographic_distribution,/m/0b5hj5,0
/m/012mzw,/education/educational_institution/students_graduates./education/education/student,/m/0fpzt5,1
/m/0127m7,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0m2fr,0
/m/013y1f,/music/performance_role/regular_performances./music/group_membership/role,/m/03qlv7,1
/m/0558_1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02nhxf,0
/m/013_5c,/music/performance_role/regular_performances./music/group_membership/role,/m/02hnl,0
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/015fr,0
/m/013y1f,/music/instrument/family,/m/05148p4,1
/m/011lvx,/people/person/nationality,/m/09c7w0,1
/m/011yxg,/film/film/country,/m/0chghy,1
/m/011yg9,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/0dvld,1
/m/0123_x,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,/m/0l14qv,0
/m/0133x7,/music/artist/origin,/m/02qjb7z,1
/m/02qwg,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0bfvd4,0
/m/0127s7,/people/person/religion,/m/0c8wxp,1
/m/012dr7,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/02t_h3,0
/m/01438g,/film/actor/film./film/performance/film,/m/05p1dby,0
/m/0140g4,/award/award_winning_work/awards_won./award/award_honor/honored_for,/m/07sgdw,1
/m/013xrm,/people/ethnicity/people,/m/026fd,1
/m/012dr7,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,/m/012vf6,1
/m/02sgy,/base/biblioness/bibs_location/state,/m/04ly1,0
/m/0bq2g,/music/performance_role/track_performances./music/track_contribution/role,/m/05r5c,0
/m/012x4t,/award/award_nominee/award_nominations./award/award_nomination/award,/m/012_53,0
/m/013ybx,/people/person/spouse_s./people/marriage/type_of_union,/m/016fnb,0
/m/0133jj,/base/aareas/schema/administrative_area/administrative_parent,/m/099tbz,0
/m/012v9y,/film/actor/film./film/performance/film,/m/04j13sx,1
/m/0cwfgz,/education/educational_degree/people_with_this_degree./education/education/student,/m/0157m,0
/m/01kwsg,/people/person/gender,/m/05zppz,0
/m/048tgl,/music/instrument/instrumentalists,/m/01w724,0
/m/0121rx,/people/person/religion,/m/0c8wxp,1
/m/013pp3,/influence/influence_node/influenced_by,/m/040_9,1
/m/0127m7,/people/person/places_lived./people/place_lived/location,/m/012s1d,0
/m/0135xb,/common/topic/webpage./common/webpage/category,/m/08mbj5d,1
/m/011yr9,/film/film/genre,/m/03bxz7,1
/m/0136jw,/location/hud_county_place/county,/m/0m2fr,1
/m/0294zg,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,0
/m/011_6p,/music/performance_role/track_performances./music/track_contribution/role,/m/0dwr4,1
/m/07g1sm,/film/film/genre,/m/01j1n2,0
/m/02pprs,/education/educational_degree/people_with_this_degree./education/education/institution,/m/06pwq,0
/m/011lvx,/film/actor/film./film/performance/film,/m/0b9rdk,0
/m/012ky3,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0134bf,0
/m/012gq6,/people/person/religion,/m/0c8wxp,1
/m/041738,/film/film/music,/m/01l9v7n,0
/m/011kn2,/education/educational_institution/campuses,/m/011kn2,1
/m/03rjj,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01ck6v,0
/m/04hddx,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/052hl,0
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/028q6,1
/m/02md2d,/music/artist/track_contributions./music/track_contribution/role,/m/0l15bq,0
/m/02grdc,/people/person/profession,/m/0dxtg,0
/m/012mrr,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,/m/05glt,1
/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/031778,1
/m/011k1h,/music/record_label/artist,/m/017lb_,1
/m/0167v4,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/03mszl,0
/m/0137g1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f71y,1
/m/012dtf,/people/deceased_person/place_of_death,/m/02_286,1
/m/013b2h,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/0ggl02,1
/m/018cvf,/film/film/genre,/m/01hmnh,0
/m/013t85,/soccer/football_team/current_roster./soccer/football_roster_position/position,/m/02nzb8,0
/m/013pp3,/influence/influence_node/influenced_by,/m/03f0324,1
/m/0139q5,/film/actor/film./film/performance/film,/m/02v1m7,0
/m/012v8,/language/human_language/countries_spoken_in,/m/03s0w,0
/m/011yqc,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/01mjq,1
/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/award,/m/028knk,0
/m/0136g9,/people/person/profession,/m/01c72t,1
/m/011ywj,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/02l4pj,1
/m/011s9r,/people/person/religion,/m/03_gx,1
/m/011ydl,/film/film/genre,/m/01t_vv,1
/m/07_l6,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02lp0w,0
/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/063576,1
/m/01304j,/people/person/profession,/m/0nbcg,1
/m/012kyx,/film/film/language,/m/03f4k,0
/m/0137n0,/people/person/profession,/m/0n1h,1
/m/012xdf,/people/person/place_of_birth,/m/0hptm,1
/m/011j5x,/music/genre/parent_genre,/m/0dlglj,0
/m/01gkgk,/music/performance_role/track_performances./music/track_contribution/role,/m/05r5c,0
/m/012c6x,/film/actor/film./film/performance/film,/m/02_7t,0
/m/011yhm,/award/award_winning_work/awards_won./award/award_honor/award,/m/02wgln,0
/m/0g39h,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0d060g,0
/m/011yph,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/05q8pss,0
/m/013y1f,/music/performance_role/regular_performances./music/group_membership/group,/m/09ggk,0
/m/0132k4,/music/group_member/membership./music/group_membership/role,/m/01vj9c,1
/m/011ycb,/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,/m/015hr,1
/m/012vd6,/music/artist/track_contributions./music/track_contribution/role,/m/05r5c,1
/m/05zr6wv,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/09cr8,0
/m/011yqc,/film/film/film_format,/m/0cj16,1
/m/06zgc,/sports/sports_team_location/teams,/m/023fb,0
/m/010p3,/people/person/employment_history./business/employment_tenure/company,/m/02975m,1
/m/013q0p,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/09c7w0,1
/m/0c1pj,/music/performance_role/regular_performances./music/group_membership/group,/m/0cfgd,0
/m/01vvlyt,/film/film/film_format,/m/07fb8_,0
/m/012lzr,/organization/organization/headquarters./location/mailing_address/state_province_region,/m/01d4cb,0
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01d38t,1
/m/013_vh,/film/actor/film./film/performance/film,/m/03176f,1
/m/013wf1,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/09zzb8,0
/m/0127ps,/film/film/produced_by,/m/01nn6c,0
/m/012jfb,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/0jw67,1
/m/0281y0,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/05qm9f,0
/m/012mzw,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,/m/09g7thr,1
/m/011k4g,/people/person/nationality,/m/09c7w0,1
/m/0144wg,/common/topic/webpage./common/webpage/category,/m/08mbj5d,1
/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/0xzly,1
/m/0127s7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01d1st,0
/m/024c2,/music/performance_role/regular_performances./music/group_membership/role,/m/0l14md,0
/m/0136p1,/award/award_winner/awards_won./award/award_honor/award_winner,/m/019x62,1
/m/01279v,/location/location/contains,/m/0jtf1,1
/m/012vd6,/award/award_winner/awards_won./award/award_honor/award_winner,/m/01vvyfh,1
/m/010hn,/people/person/profession,/m/016z4k,1
/m/011ywj,/award/award_winning_work/awards_won./award/award_honor/award,/m/03hl6lc,1
/m/010dft,/location/location/contains,/m/01nkcn,1
/m/011yr9,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/09c7w0,1
/m/013q07,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/0ch6mp2,1
/m/011yn5,/award/award_winning_work/awards_won./award/award_honor/award,/m/099ck7,1
/m/012x2b,/people/person/profession,/m/018gz8,1
/m/0pf2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0c4z8,0
/m/012v1t,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,/m/02bqm0,1
/m/0146hc,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/0db86,1
/m/01243b,/music/genre/artists,/m/016ntp,1
/m/013h1c,/music/group_member/membership./music/group_membership/role,/m/03bx0bm,0
/m/01gvsn,/people/ethnicity/people,/m/07h1q,0
/m/012v1t,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,/m/02bqn1,1
