head,relation,tail
/m/011zd3,/film/actor/film./film/performance/film,/m/011ykb
/m/011zd3,/film/actor/film./film/performance/film,/m/01cmp9
/m/011zd3,/film/actor/film./film/performance/film,/m/01f6x7
/m/011zd3,/film/actor/film./film/performance/film,/m/01l_pn
/m/011zd3,/film/actor/film./film/performance/film,/m/01rxyb
/m/011zd3,/film/actor/film./film/performance/film,/m/01y9jr
/m/011zd3,/film/actor/film./film/performance/film,/m/04g9gd
/m/011zd3,/film/actor/film./film/performance/film,/m/06ztvyx
/m/011zd3,/film/actor/film./film/performance/film,/m/0crfwmx
/m/011zd3,/film/actor/film./film/performance/film,/m/0gyv0b4
/m/011zd3,/people/person/gender,/m/02zsn
/m/011zd3,/people/person/place_of_birth,/m/0ccvx
/m/011zd3,/people/person/profession,/m/02hrh1q
/m/011zdm,/medicine/disease/risk_factors,/m/097ns
/m/011zdm,/medicine/disease/risk_factors,/m/0h1n9
/m/011zdm,/medicine/disease/risk_factors,/m/0h1wz
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0257w4
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0257wh
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02581c
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02581q
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02sp_v
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01309x
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01l4zqz
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01m15br
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01qkqwg
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01vd7hn
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/028q6
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/02cx90
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/03_0p
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/03xgm3
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/06fmdb
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/07z542
/m/011zf2,/award/award_winner/awards_won./award/award_honor/award_winner,/m/01l4zqz
/m/011zf2,/award/award_winner/awards_won./award/award_honor/award_winner,/m/01m15br
/m/011zf2,/award/award_winner/awards_won./award/award_honor/award_winner,/m/01qkqwg
/m/011zf2,/award/award_winner/awards_won./award/award_honor/award_winner,/m/01vd7hn
/m/011zf2,/award/award_winner/awards_won./award/award_honor/award_winner,/m/026ps1
/m/011zf2,/award/award_winner/awards_won./award/award_honor/award_winner,/m/02cx90
/m/011zf2,/award/award_winner/awards_won./award/award_honor/award_winner,/m/02j3d4
/m/011zf2,/award/award_winner/awards_won./award/award_honor/award_winner,/m/03xgm3
/m/011zf2,/award/award_winner/awards_won./award/award_honor/award_winner,/m/06fmdb
/m/011zf2,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/011zf2,/music/artist/track_contributions./music/track_contribution/role,/m/01xqw
/m/011zf2,/people/person/gender,/m/05zppz
/m/011zf2,/people/person/nationality,/m/0f8l9c
/m/011zf2,/people/person/places_lived./people/place_lived/location,/m/05qtj
/m/011zwl,/people/person/employment_history./business/employment_tenure/company,/m/018sg9
/m/011zwl,/people/person/gender,/m/05zppz
/m/011zwl,/people/person/nationality,/m/06q1r
/m/011zwl,/people/person/nationality,/m/07ssc
/m/011zwl,/people/person/place_of_birth,/m/02m77
/m/011zwl,/people/person/places_lived./people/place_lived/location,/m/02m77
/m/01200d,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0f4x7
/m/01200d,/people/deceased_person/place_of_death,/m/0k049
/m/01200d,/people/person/gender,/m/05zppz
/m/01200d,/people/person/nationality,/m/09c7w0
/m/01200d,/people/person/profession,/m/02jknp
/m/01200d,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
/m/01213c,/base/aareas/schema/administrative_area/administrative_parent,/m/06q1r
/m/01213c,/location/administrative_division/country,/m/07ssc
/m/01213c,/location/administrative_division/first_level_division_of,/m/06q1r
/m/0121c1,/base/biblioness/bibs_location/country,/m/07ssc
/m/0121c1,/location/location/contains,/m/014kj2
/m/0121c1,/location/location/contains,/m/01z53w
/m/0121c1,/location/location/contains,/m/01z8f0
/m/0121h7,/base/aareas/schema/administrative_area/administrative_parent,/m/03rt9
/m/0121h7,/location/administrative_division/country,/m/03rt9
/m/0121rx,/award/award_nominee/award_nominations./award/award_nomination/award,/m/09qrn4
/m/0121rx,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0gqy2
/m/0121rx,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0283_zv
/m/0121rx,/award/award_winner/awards_won./award/award_honor/award_winner,/m/09d5h
/m/0121rx,/people/person/gender,/m/05zppz
/m/0121rx,/people/person/nationality,/m/09c7w0
/m/0121rx,/people/person/places_lived./people/place_lived/location,/m/0cr3d
/m/0121rx,/people/person/profession,/m/02hrh1q
/m/0121rx,/people/person/profession,/m/03gjzk
/m/0121rx,/people/person/profession,/m/09jwl
/m/0121rx,/people/person/religion,/m/0c8wxp
/m/0121sr,/language/human_language/countries_spoken_in,/m/03rk0
/m/0121sr,/language/human_language/countries_spoken_in,/m/0hzlz
/m/012201,/award/award_nominee/award_nominations./award/award_nomination/award,/m/025m8y
/m/012201,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02qvyrt
/m/012201,/award/award_nominee/award_nominations./award/award_nomination/award,/m/054krc
/m/012201,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0c4z8
/m/012201,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/05yzt_
/m/012201,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/02psgq
/m/012201,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/07g1sm
/m/012201,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0jsf6
/m/012201,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0p9rz
/m/012201,/award/award_winner/awards_won./award/award_honor/award_winner,/m/05yzt_
/m/012201,/people/person/gender,/m/05zppz
/m/012201,/people/person/nationality,/m/03rjj
/m/012201,/people/person/places_lived./people/place_lived/location,/m/0947l
/m/012201,/people/person/profession,/m/01c72t
/m/012201,/people/person/profession,/m/01c8w0
/m/0122wc,/soccer/football_team/current_roster./soccer/football_roster_position/position,/m/02_j1w
/m/0122wc,/soccer/football_team/current_roster./soccer/football_roster_position/position,/m/02nzb8
/m/0122wc,/soccer/football_team/current_roster./soccer/football_roster_position/position,/m/0dgrmp
/m/0122wc,/soccer/football_team/current_roster./sports/sports_team_roster/position,/m/02_j1w
/m/0122wc,/soccer/football_team/current_roster./sports/sports_team_roster/position,/m/02nzb8
/m/0122wc,/soccer/football_team/current_roster./sports/sports_team_roster/position,/m/02sdk9v
/m/0122wc,/sports/sports_team/colors,/m/01g5v
/m/0122wc,/sports/sports_team/colors,/m/083jv
/m/0122wc,/sports/sports_team/sport,/m/02vx4
/m/0123_x,/base/aareas/schema/administrative_area/administrative_parent,/m/01zv_
/m/0123_x,/base/aareas/schema/administrative_area/capital,/m/01f62
/m/0123_x,/base/biblioness/bibs_location/country,/m/06mkj
/m/0123_x,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,/m/0bq2g
/m/0123_x,/location/administrative_division/country,/m/06mkj
/m/0123_x,/location/location/contains,/m/01f62
/m/0123gq,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0123j6,/business/business_operation/industry,/m/01mw1
/m/0123j6,/business/business_operation/industry,/m/020mfr
/m/0123j6,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0123j6,/organization/organization/headquarters./location/mailing_address/citytown,/m/0bxbb
/m/0123j6,/organization/organization/headquarters./location/mailing_address/citytown,/m/0bxbr
/m/0123j6,/organization/organization/headquarters./location/mailing_address/state_province_region,/m/04rrd
/m/0123j6,/organization/organization/place_founded,/m/0bxbb
/m/0123qq,/tv/tv_program/country_of_origin,/m/09c7w0
/m/0123qq,/tv/tv_program/genre,/m/01hmnh
/m/0123qq,/tv/tv_program/genre,/m/01htzx
/m/0123qq,/tv/tv_program/genre,/m/01t_vv
/m/0123qq,/tv/tv_program/genre,/m/01z4y
/m/0123qq,/tv/tv_program/genre,/m/03k9fj
/m/0123qq,/tv/tv_program/genre,/m/05p553
/m/0123qq,/tv/tv_program/genre,/m/07s9rl0
/m/0123qq,/tv/tv_program/program_creator,/m/0bbxd3
/m/0123qq,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/m/01f9mq
/m/0123qq,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/m/01vq3nl
/m/0123qq,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/m/06vsbt
/m/01242_,/award/award_winning_work/awards_won./award/award_honor/award,/m/094qd5
/m/01242_,/film/film/country,/m/03rt9
/m/01242_,/film/film/country,/m/09c7w0
/m/01242_,/film/film/executive_produced_by,/m/05bnx3j
/m/01242_,/film/film/genre,/m/017fp
/m/01242_,/film/film/genre,/m/02l7c8
/m/01242_,/film/film/genre,/m/02p0szs
/m/01242_,/film/film/genre,/m/03g3w
/m/01242_,/film/film/genre,/m/04xvh5
/m/01242_,/film/film/genre,/m/04xvlr
/m/01242_,/film/film/genre,/m/07s9rl0
/m/01242_,/film/film/language,/m/02h40lc
/m/01242_,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/01pvkk
/m/01242_,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/09zzb8
/m/01242_,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/0dxtw
/m/01243b,/music/genre/artists,/m/012ycy
/m/01243b,/music/genre/artists,/m/0167v4
/m/01243b,/music/genre/artists,/m/016lmg
/m/01243b,/music/genre/artists,/m/016ntp
/m/01243b,/music/genre/artists,/m/0191h5
/m/01243b,/music/genre/artists,/m/01cv3n
/m/01243b,/music/genre/artists,/m/01k_yf
/m/01243b,/music/genre/artists,/m/01m65sp
/m/01243b,/music/genre/artists,/m/01s21dg
/m/01243b,/music/genre/artists,/m/01s560x
/m/01243b,/music/genre/artists,/m/01tp5bj
/m/01243b,/music/genre/artists,/m/01vsnff
/m/01243b,/music/genre/artists,/m/01w524f
/m/01243b,/music/genre/artists,/m/01w5n51
/m/01243b,/music/genre/artists,/m/01w806h
/m/01243b,/music/genre/artists,/m/01ydzx
/m/01243b,/music/genre/artists,/m/0259r0
/m/01243b,/music/genre/artists,/m/02bgmr
/m/01243b,/music/genre/artists,/m/02k5sc
/m/01243b,/music/genre/artists,/m/02vnpv
/m/01243b,/music/genre/artists,/m/03d9d6
/m/01243b,/music/genre/artists,/m/03fbc
/m/01243b,/music/genre/artists,/m/03vhvp
/m/01243b,/music/genre/artists,/m/03wjb7
/m/01243b,/music/genre/artists,/m/03xnq9_
/m/01243b,/music/genre/artists,/m/04mky3
/m/01243b,/music/genre/artists,/m/05xq9
/m/01243b,/music/genre/artists,/m/06br6t
/m/01243b,/music/genre/artists,/m/070b4
/m/01243b,/music/genre/artists,/m/07n3s
/m/01243b,/music/genre/artists,/m/082brv
/m/01243b,/music/genre/artists,/m/09mq4m
/m/01243b,/music/genre/artists,/m/0fpj9pm
/m/01243b,/music/genre/artists,/m/0khth
/m/01243b,/music/genre/artists,/m/0kr_t
/m/01243b,/music/genre/artists,/m/0kvnn
/m/01243b,/music/genre/artists,/m/0l8g0
/m/01243b,/music/genre/artists,/m/0m19t
/m/01243b,/music/genre/artists,/m/0phx4
/m/01243b,/music/genre/parent_genre,/m/016clz
/m/01243b,/music/genre/parent_genre,/m/018ysx
/m/01243b,/music/genre/parent_genre,/m/06by7
/m/0124jj,/base/aareas/schema/administrative_area/capital,/m/0g133
/m/0124jj,/location/administrative_division/country,/m/07ssc
/m/0124jj,/location/location/contains,/m/0g133
/m/0124k9,/award/award_winning_work/awards_won./award/award_honor/award,/m/027gs1_
/m/0124k9,/award/award_winning_work/awards_won./award/award_honor/award,/m/09qv3c
/m/0124k9,/award/award_winning_work/awards_won./award/award_honor/award,/m/0m7yy
/m/0124k9,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/02js_6
/m/0124k9,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/03mdt
/m/0124k9,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0124k9,/tv/tv_program/country_of_origin,/m/09c7w0
/m/0124k9,/tv/tv_program/genre,/m/05p553
/m/0124k9,/tv/tv_program/genre,/m/06nbt
/m/0124k9,/tv/tv_program/genre,/m/0c4xc
/m/0124k9,/tv/tv_program/languages,/m/02h40lc
/m/0124k9,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/m/015p37
/m/0124k9,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/m/01j7rd
/m/0124k9,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/m/02js_6
/m/0124k9,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/m/02r_d4
/m/0124k9,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/m/02z3zp
/m/0124k9,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/m/03_1pg
/m/0124k9,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/m/05bpg3
/m/0124k9,/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,/m/0ckd1
/m/0124ld,/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,/m/02lpp7
/m/0124ld,/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,/m/02lq67
/m/0124ld,/olympics/olympic_games/participating_countries,/m/07ssc
/m/0124ld,/olympics/olympic_games/sports,/m/01z27
/m/0124ld,/olympics/olympic_games/sports,/m/02_5h
/m/0124ld,/olympics/olympic_games/sports,/m/03tmr
/m/0124ld,/olympics/olympic_games/sports,/m/06zgc
/m/0124ld,/olympics/olympic_games/sports,/m/09_94
/m/0124ld,/olympics/olympic_games/sports,/m/09_9n
/m/0124ld,/olympics/olympic_games/sports,/m/09w1n
/m/0124ld,/olympics/olympic_games/sports,/m/09wz9
/m/0124ld,/user/jg/default_domain/olympic_games/sports,/m/01z27
/m/0124ld,/user/jg/default_domain/olympic_games/sports,/m/02_5h
/m/0124ld,/user/jg/default_domain/olympic_games/sports,/m/03tmr
/m/0124ld,/user/jg/default_domain/olympic_games/sports,/m/06zgc
/m/0124ld,/user/jg/default_domain/olympic_games/sports,/m/09_94
/m/0124ld,/user/jg/default_domain/olympic_games/sports,/m/09w1n
/m/0124ld,/user/jg/default_domain/olympic_games/sports,/m/09wz9
/m/0125ny,/location/location/time_zones,/m/03bdv
/m/0125q1,/base/biblioness/bibs_location/country,/m/07ssc
/m/0125q1,/location/administrative_division/country,/m/07ssc
/m/0125q1,/location/location/contains,/m/01v1vp
/m/0125q1,/location/location/contains,/m/088cp
/m/0125xq,/award/award_winning_work/awards_won./award/award_honor/award,/m/02hsq3m
/m/0125xq,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0125xq,/film/film/country,/m/0f8l9c
/m/0125xq,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,/m/09nqf
/m/0125xq,/film/film/featured_film_locations,/m/02_286
/m/0125xq,/film/film/film_format,/m/07fb8_
/m/0125xq,/film/film/genre,/m/02kdv5l
/m/0125xq,/film/film/genre,/m/06n90
/m/0125xq,/film/film/language,/m/04306rv
/m/0125xq,/film/film/language,/m/06mp7
/m/0125xq,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/02rh1dz
/m/0125xq,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/09vw2b7
/m/0125xq,/film/film/production_companies,/m/017s11
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,/m/029j_
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,/m/02nxhr
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0154j
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/015fr
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/01mjq
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/01znc_
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0345h
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/03_3d
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/03gj2
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/03h64
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/03rj0
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/03rjj
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/03rt9
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/03spz
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/047yc
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/04g61
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/059j2
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/05qhw
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/05v8c
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/06bnz
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/06mkj
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/06mzp
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/06qd3
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/06t2t
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/077qn
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/07twz
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0b90_r
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0chghy
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0ctw_b
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0d060g
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0d0vqn
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0jgd
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0k6nt
/m/0125xq,/film/film/story_by,/m/0b478
/m/0125xq,/film/film/written_by,/m/0b478
/m/0126hc,/sports/sports_team_location/teams,/m/023fb
/m/0126rp,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0789_m
/m/0126rp,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0gkvb7
/m/0126rp,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,/m/09nqf
/m/0126rp,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0126rp,/film/actor/film./film/performance/film,/m/02qhlwd
/m/0126rp,/film/actor/film./film/performance/film,/m/02s4l6
/m/0126rp,/film/actor/film./film/performance/film,/m/02ywwy
/m/0126rp,/film/actor/film./film/performance/film,/m/03clwtw
/m/0126rp,/film/actor/film./film/performance/film,/m/0407yj_
/m/0126rp,/film/actor/film./film/performance/film,/m/0418wg
/m/0126rp,/film/actor/film./film/performance/film,/m/063fh9
/m/0126rp,/film/actor/film./film/performance/film,/m/0g0x9c
/m/0126rp,/influence/influence_node/influenced_by,/m/01hmk9
/m/0126rp,/influence/influence_node/influenced_by,/m/01k9lpl
/m/0126rp,/influence/influence_node/influenced_by,/m/01wp_jm
/m/0126rp,/influence/influence_node/influenced_by,/m/04sd0
/m/0126rp,/influence/influence_node/influenced_by,/m/0739y
/m/0126rp,/influence/influence_node/influenced_by,/m/0p_47
/m/0126rp,/people/person/gender,/m/05zppz
/m/0126rp,/people/person/places_lived./people/place_lived/location,/m/0205m3
/m/0126rp,/people/person/profession,/m/018gz8
/m/0126rp,/people/person/profession,/m/01d_h8
/m/0126rp,/people/person/profession,/m/02hrh1q
/m/0126rp,/people/person/profession,/m/0dxtg
/m/0126rp,/people/person/profession,/m/0np9r
/m/0126rp,/people/person/religion,/m/0kpl
/m/0126rp,/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,/m/0ckd1
/m/0126t5,/music/genre/artists,/m/01304j
/m/0126t5,/music/genre/artists,/m/0134tg
/m/0126t5,/music/genre/artists,/m/01693z
/m/0126t5,/music/genre/artists,/m/01mxt_
/m/0126t5,/music/genre/artists,/m/01nn6c
/m/0126t5,/music/genre/artists,/m/01q_wyj
/m/0126t5,/music/genre/artists,/m/01qgry
/m/0126t5,/music/genre/artists,/m/01r0t_j
/m/0126t5,/music/genre/artists,/m/01w8n89
/m/0126t5,/music/genre/artists,/m/01wg3q
/m/0126t5,/music/genre/artists,/m/023322
/m/0126t5,/music/genre/artists,/m/02l_7y
/m/0126t5,/music/genre/artists,/m/033s6
/m/0126t5,/music/genre/artists,/m/06gd4
/m/0126t5,/music/genre/artists,/m/0889x
/m/0126t5,/music/genre/artists,/m/0j6cj
/m/0126t5,/music/genre/artists,/m/0p76z
/m/0126t5,/music/genre/artists,/m/0qdyf
/m/0126t5,/music/genre/parent_genre,/m/06by7
/m/0126y2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/023vrq
/m/0126y2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f75t
/m/0126y2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f76h
/m/0126y2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f79n
/m/0126y2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/03t5kl
/m/0126y2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01vw20h
/m/0126y2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01wqmm8
/m/0126y2,/award/award_winner/awards_won./award/award_honor/award_winner,/m/01vw20h
/m/0126y2,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,/m/09nqf
/m/0126y2,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0126y2,/film/actor/film./film/performance/film,/m/03l6q0
/m/0126y2,/film/actor/film./film/performance/film,/m/0ct2tf5
/m/0126y2,/people/person/gender,/m/05zppz
/m/0126y2,/people/person/nationality,/m/09c7w0
/m/0126y2,/people/person/place_of_birth,/m/02_286
/m/0126y2,/people/person/profession,/m/02hrh1q
/m/0126y2,/people/person/profession,/m/09jwl
/m/0126y2,/people/person/profession,/m/0n1h
/m/0126y2,/people/person/profession,/m/0nbcg
/m/0126y2,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
/m/01271h,/award/award_nominee/award_nominations./award/award_nomination/award,/m/025m8y
/m/01271h,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02qvyrt
/m/01271h,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02wh75
/m/01271h,/award/award_nominee/award_nominations./award/award_nomination/award,/m/054krc
/m/01271h,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0fhpv4
/m/01271h,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0l8z1
/m/01271h,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/02g40r
/m/01271h,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/07s846j
/m/01271h,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0dgq_kn
/m/01271h,/award/award_winner/awards_won./award/award_honor/award_winner,/m/02g40r
/m/01271h,/base/popstra/celebrity/dated./base/popstra/dated/participant,/m/07r4c
/m/01271h,/music/artist/track_contributions./music/track_contribution/role,/m/01kcd
/m/01271h,/music/artist/track_contributions./music/track_contribution/role,/m/01v1d8
/m/01271h,/music/artist/track_contributions./music/track_contribution/role,/m/02sgy
/m/01271h,/music/artist/track_contributions./music/track_contribution/role,/m/05148p4
/m/01271h,/music/artist/track_contributions./music/track_contribution/role,/m/05r5c
/m/01271h,/music/artist/track_contributions./music/track_contribution/role,/m/0bxl5
/m/01271h,/music/artist/track_contributions./music/track_contribution/role,/m/0gkd1
/m/01271h,/music/group_member/membership./music/group_membership/group,/m/02_5x9
/m/01271h,/music/group_member/membership./music/group_membership/group,/m/0jg77
/m/01271h,/music/group_member/membership./music/group_membership/role,/m/0342h
/m/01271h,/music/group_member/membership./music/group_membership/role,/m/03bx0bm
/m/01271h,/people/person/gender,/m/05zppz
/m/01271h,/people/person/nationality,/m/09c7w0
/m/01271h,/people/person/profession,/m/016z4k
/m/01271h,/people/person/profession,/m/01c72t
/m/01271h,/people/person/profession,/m/09jwl
/m/01271h,/people/person/profession,/m/0fnpj
/m/01271h,/people/person/profession,/m/0gbbt
/m/01271h,/people/person/profession,/m/0n1h
/m/01271h,/people/person/profession,/m/0nbcg
/m/01271h,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
/m/01279v,/location/administrative_division/country,/m/03rt9
/m/01279v,/location/location/adjoin_s./location/adjoining_relationship/adjoins,/m/0clzr
/m/01279v,/location/location/adjoin_s./location/adjoining_relationship/adjoins,/m/0jtf1
/m/01279v,/location/location/contains,/m/0jtf1
/m/0127c4,/location/location/contains,/m/01cwdk
/m/0127c4,/location/location/contains,/m/01n7rc
/m/0127c4,/location/location/contains,/m/01ngx6
/m/0127c4,/location/location/contains,/m/0206v5
/m/0127c4,/location/location/contains,/m/0j7ng
/m/0127gn,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0257w4
/m/0127gn,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0257wh
/m/0127gn,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/03_0p
/m/0127gn,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0bvzp
/m/0127gn,/award/award_winner/awards_won./award/award_honor/award_winner,/m/0149xx
/m/0127gn,/award/award_winner/awards_won./award/award_honor/award_winner,/m/03_0p
/m/0127gn,/award/award_winner/awards_won./award/award_honor/award_winner,/m/0bvzp
/m/0127gn,/influence/influence_node/peers./influence/peer_relationship/peers,/m/0pcc0
/m/0127gn,/music/artist/track_contributions./music/track_contribution/role,/m/05r5c
/m/0127gn,/people/deceased_person/place_of_death,/m/02_286
/m/0127gn,/people/person/gender,/m/05zppz
/m/0127gn,/people/person/place_of_birth,/m/02sn34
/m/0127gn,/people/person/places_lived./people/place_lived/location,/m/02sn34
/m/0127gn,/people/person/profession,/m/01d30f
/m/0127gn,/people/person/profession,/m/05vyk
/m/0127gn,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
/m/0127m7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/019f4v
/m/0127m7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02pqp12
/m/0127m7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/040njc
/m/0127m7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/04kxsb
/m/0127m7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/05f4m9q
/m/0127m7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/05p09zm
/m/0127m7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/07cbcy
/m/0127m7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/099jhq
/m/0127m7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0bdwqv
